TOTAL,accept_count,date_occurance,deny_count,internet,ip_c,isinfra,protco_count,tag
27,13,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
5,5,6,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
21,6,7,0,0,4,1,4,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
269,230,7,0,0,22,0,5,0
8,7,7,0,0,2,1,2,0
3,0,2,3,1,3,0,1,0
23,23,7,0,0,2,0,2,0
1,1,6,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
13,12,7,0,0,2,0,3,0
4,4,7,0,0,1,0,1,0
9,8,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
327,61,2,0,0,42,1,2,0
6,6,7,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
5,5,3,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
15,15,7,0,0,3,0,4,0
6,5,7,0,0,2,0,2,0
16,8,2,0,1,1,0,1,0
25,25,4,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
7,7,2,0,1,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
18,18,7,0,0,3,0,4,0
7,7,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,7,6,0,0,1,0,1,0
8,8,6,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
17,17,6,0,0,3,0,4,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
7,0,2,7,1,6,0,2,0
5,5,7,0,0,1,0,1,0
26,12,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,6,6,1,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,5,0,0,1,0,1,0
29,14,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
8,2,1,6,1,8,0,1,0
2,0,2,0,1,1,0,1,0
1,0,1,1,1,1,0,1,0
118,13,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
8,7,6,0,1,1,0,1,0
5,5,7,0,0,1,0,1,0
8,7,7,0,0,2,0,2,0
5,5,3,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
26,25,7,0,0,4,0,4,0
8,6,6,0,1,1,0,1,0
6,5,7,0,0,2,0,2,0
27,7,7,0,0,4,1,3,0
14,14,2,0,1,2,0,1,0
5,5,7,0,0,1,0,1,0
29,14,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
22,22,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
69,68,7,0,0,5,0,5,0
6,5,7,0,0,2,0,2,0
39,6,7,0,0,5,1,7,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
27,12,7,0,0,2,0,3,0
1,0,1,0,1,1,0,1,0
7,7,6,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
38,38,7,0,0,5,0,4,0
34,34,7,0,0,5,0,4,0
6,6,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
12,12,7,0,0,2,0,1,0
5,5,7,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
10,10,6,0,0,1,0,2,0
6,5,7,0,0,2,0,2,0
14,14,7,0,0,2,0,1,0
29,14,7,0,0,2,1,2,0
7,7,7,0,0,1,0,1,0
57,57,7,0,0,6,0,4,0
84,0,7,0,0,2,0,1,0
28,13,7,0,0,2,0,2,0
24,24,6,0,0,3,0,4,0
4,4,6,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
86,56,7,0,0,6,0,2,0
6,6,7,0,0,1,0,1,0
58,58,7,0,0,6,0,4,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,6,4,0,0,2,0,2,0
13,13,7,0,0,1,0,2,0
8,0,1,8,1,1,0,1,0
75,71,7,0,0,8,0,4,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
29,14,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
8,7,2,0,1,1,0,1,0
74,68,7,0,0,7,0,4,0
22,6,7,16,0,3,0,3,0
15,15,7,0,0,2,0,1,0
4,4,7,0,0,2,0,1,0
6,6,7,0,0,1,0,1,0
4,4,5,0,0,2,0,1,0
7,6,7,0,0,2,0,2,0
22,22,7,0,0,2,0,2,0
7,7,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
3,0,2,3,1,3,0,1,0
5,5,7,0,0,1,0,1,0
6,5,6,0,0,2,0,2,0
7,6,7,0,0,1,0,1,0
73,73,7,0,0,4,0,4,0
3,0,6,0,1,1,0,1,0
5,5,7,0,0,1,0,1,0
7,7,3,0,0,1,0,1,0
170,112,7,0,0,22,0,6,0
28,13,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
1,0,2,1,1,1,0,1,0
5,5,3,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
7,7,7,0,0,1,0,1,0
8,7,2,0,1,1,0,1,0
28,13,7,0,0,2,0,2,0
20,20,7,0,0,3,0,2,0
5,5,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0
5,5,7,0,0,1,0,1,0
1383,60,6,0,0,3,0,5,0
5,5,7,0,0,1,0,1,0
119,14,7,0,0,2,0,2,0
12,12,7,0,0,1,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,5,0,0,1,0,1,0
34,6,6,28,0,3,0,3,0
6,0,1,6,1,6,0,1,0
1,0,2,1,1,1,0,1,0
12,12,7,0,0,1,0,2,0
8,8,4,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
34,33,7,0,0,5,0,5,0
6,6,7,0,0,1,0,1,0
70,65,7,0,0,7,0,4,0
5,5,7,0,0,1,0,1,0
85,77,5,0,0,9,0,3,0
36,36,6,0,0,3,0,4,0
5,5,7,0,0,1,0,1,0
8,8,7,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0
5,5,7,0,0,1,0,1,0
10,10,7,0,0,1,0,2,0
6,5,2,0,0,2,0,2,0
4,4,7,0,0,2,0,1,0
32,32,7,0,0,4,0,4,0
1,0,1,1,1,1,0,1,0
11,6,7,4,0,4,0,3,0
1,1,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
7,7,7,0,0,1,0,1,0
7,6,4,0,0,2,0,2,0
29,14,7,0,0,2,0,2,0
222,18,7,0,0,5,0,5,0
7,6,7,0,0,2,0,2,0
83,75,7,0,0,8,0,5,0
7,7,7,0,0,1,0,1,0
10,10,7,0,0,1,0,2,0
5,5,7,0,0,1,0,1,0
12,12,7,0,0,1,0,2,0
151,105,7,0,0,7,0,4,0
5,5,7,0,0,1,0,1,0
8,8,7,0,0,1,0,1,0
25,11,7,0,0,3,0,4,0
33,26,7,0,0,4,0,2,0
6,6,5,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
5,4,7,0,0,2,0,2,0
51,16,7,0,0,3,1,28,0
16,16,7,0,0,2,0,1,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
20,14,6,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
1,1,6,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
1,1,7,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0
6,6,7,0,0,1,0,1,0
6,6,7,0,0,2,0,1,0
594,83,2,0,0,72,1,4,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,0,2,5,1,5,0,1,0
8,8,1,0,1,1,0,1,0
7,7,6,0,0,1,0,1,0
8,5,7,0,0,2,0,2,0
89,80,5,0,0,10,0,3,0
7,7,5,0,1,1,0,1,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
2,2,6,0,0,2,0,1,0
6,6,7,0,0,1,0,1,0
1,1,6,0,0,1,0,1,0
8,8,7,0,0,1,0,1,0
6,6,3,0,0,1,0,1,0
38,38,7,0,0,5,0,4,0
7,6,7,0,0,2,0,2,0
26,18,7,4,0,6,0,6,0
5,5,5,0,0,1,0,1,0
8,5,6,3,0,2,0,2,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
11,11,7,0,0,2,0,2,0
5,5,5,0,0,1,0,1,0
14,14,7,0,0,2,0,1,0
35,20,7,0,0,3,0,3,0
7,6,6,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
13,13,6,0,0,2,0,2,0
6,5,5,0,0,2,0,2,0
10,10,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
30,30,7,0,0,3,0,3,0
19,19,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
15,15,7,0,0,2,0,1,0
2,1,5,0,0,1,0,1,0
4,4,7,0,0,1,0,1,0
175,175,7,0,0,6,0,7,0
10,10,7,0,0,1,0,2,0
6,5,7,0,0,2,0,2,0
7,6,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
1,1,1,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
2,0,2,0,1,1,0,1,0
6,5,5,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
6,6,3,0,0,1,0,1,0
3,3,6,0,0,1,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
2,2,7,0,0,1,0,2,0
6,6,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
24,11,7,0,0,3,0,4,0
4,4,1,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,6,0,0,1,0,1,0
34,6,4,28,0,3,0,3,0
2,1,4,0,0,1,0,1,0
7,7,6,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
3,2,1,0,1,1,0,1,0
5,5,7,0,0,1,0,1,0
2,2,6,0,0,1,0,2,0
4,4,7,0,0,2,0,1,0
1,0,1,0,1,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
7,0,2,7,1,6,0,1,0
5,5,7,0,0,1,0,1,0
118,13,7,0,0,2,0,2,0
7,0,2,7,1,5,0,3,0
110,95,7,0,0,13,0,6,0
5,5,7,0,0,1,0,1,0
6,6,1,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
1,0,1,1,1,1,0,1,0
6,6,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
83,77,7,0,0,11,0,6,0
6,6,7,0,0,1,0,1,0
16,16,6,0,0,3,0,2,0
46,11,7,0,0,3,0,4,0
6,5,7,0,0,2,0,2,0
5,5,4,0,0,1,0,1,0
20,18,7,0,0,3,0,3,0
6,5,7,0,0,2,0,2,0
21,17,6,0,0,4,0,2,0
29,14,7,0,0,2,0,2,0
1,0,1,1,1,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
42,0,1,0,1,1,0,1,0
26,19,7,2,0,4,0,6,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
46,6,7,40,0,3,0,3,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
17,17,7,0,0,4,0,4,0
10,5,7,4,0,4,0,3,0
118,13,7,0,0,2,0,2,0
1,1,3,0,0,1,0,1,0
1,0,2,1,1,1,0,1,0
5,5,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
4,4,6,0,0,1,0,1,0
7,7,4,0,0,1,0,1,0
4,0,2,4,1,4,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
70,68,7,0,0,6,0,4,0
7,7,2,0,1,1,0,1,0
55,54,7,0,0,7,0,4,0
15,15,7,0,0,2,0,4,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,2,0,1,0
6,6,7,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0
6,6,6,0,0,1,0,1,0
36,36,7,0,0,5,0,4,0
23,19,7,0,0,2,0,5,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
117,12,7,0,0,2,0,2,0
1,0,2,1,1,1,0,1,0
34,6,1,28,0,3,0,3,0
28,13,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
74,74,7,0,0,4,0,4,0
6,6,7,0,0,1,0,1,0
2,2,7,0,0,1,0,2,0
33,5,1,28,0,3,0,3,0
6,5,7,0,0,2,0,2,0
33,5,7,28,0,3,0,3,0
5,5,2,0,0,1,0,1,0
57,9,1,0,0,6,1,10,0
28,13,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
37,37,7,0,0,3,0,3,0
4,4,6,0,0,1,0,1,0
7,6,4,0,0,2,0,2,0
21,21,4,0,0,2,0,2,0
7,7,7,0,0,1,0,1,0
4,4,7,0,0,2,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
61,58,7,0,0,7,0,4,0
8,8,7,0,0,1,0,1,0
8,8,6,0,0,2,0,3,0
21,5,7,16,0,3,0,3,0
2,2,6,0,0,2,0,1,0
6,6,7,0,0,1,0,1,0
27,12,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
22,22,7,0,0,3,0,3,0
7,6,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
13,8,7,0,0,4,0,3,0
1,0,2,1,1,1,0,1,0
61,61,7,0,0,6,0,4,0
117,12,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
8,7,2,0,1,1,0,1,0
14,14,7,0,0,2,0,1,0
6,6,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
7,7,4,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
27,12,7,0,0,4,0,5,0
10,10,7,0,0,1,0,2,0
7,7,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
25,24,7,0,0,4,0,4,0
5,5,7,0,0,1,0,1,0
92,89,7,0,0,8,0,6,0
4,4,7,0,0,2,0,4,0
21,21,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
48,41,7,0,0,6,0,2,0
61,60,7,0,0,7,0,4,0
5,5,7,0,0,1,0,1,0
456,391,7,0,0,8,0,3,0
6,6,7,0,0,1,0,1,0
12,12,7,0,0,2,0,1,0
7,7,6,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
21,21,7,0,0,2,0,2,0
74,74,7,0,0,4,0,4,0
7,7,7,0,0,1,0,1,0
59,57,7,0,0,7,0,4,0
6,6,7,0,0,1,0,1,0
32,32,7,0,0,4,0,4,0
5,5,6,0,0,1,0,1,0
13,13,6,0,0,2,0,4,0
6,5,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
6,6,5,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,7,2,0,1,1,0,1,0
6,5,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
69,69,7,0,0,4,0,4,0
6,5,7,0,0,2,0,2,0
12,12,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
58,57,7,0,0,7,0,4,0
27,12,7,0,0,2,0,2,0
7,6,7,0,0,2,0,2,0
12,12,7,0,0,2,0,4,0
5,5,7,0,0,1,0,1,0
14,14,7,0,0,2,0,1,0
6,5,7,0,0,2,0,2,0
12,12,1,0,1,2,0,1,0
5,5,7,0,0,1,0,1,0
11,11,7,0,0,1,0,2,0
8,7,7,0,0,2,0,2,0
6,6,5,0,0,1,0,1,0
22,15,7,6,0,4,0,3,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
7,7,2,0,1,1,0,1,0
5,5,5,0,0,1,0,1,0
30,30,7,0,0,4,0,4,0
7,6,7,0,0,2,0,2,0
20,6,7,0,0,3,1,8,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
8,8,7,0,0,2,0,1,0
68,64,7,0,0,8,0,5,0
6,5,7,0,0,2,0,2,0
2,2,6,0,0,1,0,2,0
7,6,7,0,0,2,0,2,0
8,8,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,6,3,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
1,1,7,0,0,1,0,1,0
19,17,7,0,0,3,0,3,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
117,12,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
28,19,7,3,0,6,0,7,0
5,5,7,0,0,1,0,1,0
7,7,4,0,0,1,0,1,0
28,11,7,0,0,3,0,4,0
4,3,2,0,0,2,0,2,0
7,7,7,0,0,1,0,1,0
26,6,7,20,0,3,0,3,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
1,1,6,0,0,1,0,1,0
13,13,7,0,0,1,0,2,0
7,6,7,0,0,2,0,2,0
15,15,7,0,0,2,0,1,0
12,12,7,0,0,2,0,4,0
7,7,6,0,0,1,0,1,0
2,2,7,0,0,2,0,1,0
7,7,7,0,0,1,0,1,0
5,5,6,0,0,1,0,1,0
8,8,1,0,1,1,0,1,0
7,6,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
1943,1828,7,93,0,79,1,3,0
819,725,7,75,0,76,1,3,0
6,6,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
17,17,6,0,0,3,0,2,0
2,2,6,0,0,2,0,1,0
6,6,7,0,0,1,0,1,0
5,5,3,0,0,1,0,1,0
6,6,7,0,0,1,0,1,0
7,7,7,0,0,1,0,1,0
60,59,7,0,0,7,0,4,0
7,7,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
15,14,7,0,0,2,0,2,0
28,6,7,0,0,4,1,4,0
21,21,7,0,0,3,0,2,0
110,22,7,0,0,3,1,22,0
1,1,6,0,0,1,0,1,0
2,1,2,0,1,1,0,1,0
2,0,2,2,1,2,0,1,0
7,6,6,0,0,2,0,2,0
2,2,6,0,0,2,0,1,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
8,7,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
7,7,2,0,1,1,0,1,0
63,6,1,56,0,4,0,4,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
5,5,7,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
6,5,7,0,0,2,0,2,0
6,5,7,0,0,2,0,2,0
6,6,7,0,0,1,0,1,0
7,6,7,0,0,2,0,2,0
6,6,2,0,0,1,0,1,0
5,5,7,0,0,1,0,1,0
2,2,6,0,0,1,0,1,0
168,118,1,0,0,16,0,2,1
97,65,1,0,0,16,0,5,1
199,159,1,0,0,20,0,2,1
83,67,1,0,0,17,0,3,1
86,86,1,0,0,8,0,7,2
370,44,1,2,0,10,0,11,2
149,19,1,0,0,9,0,9,2
235,40,1,6,0,11,0,10,2
91,14,1,0,0,8,0,8,2
189,95,1,0,0,9,0,8,2
215,24,1,0,0,8,0,10,2
170,90,1,2,0,9,0,9,2
66,31,1,0,0,24,0,8,2
941,454,1,24,0,108,0,14,2
424,185,1,17,0,86,0,12,2
82,33,1,6,0,29,0,8,2
1094,450,1,105,0,124,0,13,2
459,210,1,8,0,75,0,12,2
225,21,1,121,0,8,0,10,2
218,19,1,122,0,6,0,7,2
53,9,1,0,0,5,0,7,2
81,81,1,0,0,37,0,1,1
1109,1088,1,15,0,41,0,3,1
487,480,1,5,0,40,0,3,1
186,22,1,0,0,11,0,7,2
98,10,1,0,0,11,0,9,2
169,9,1,122,0,5,0,7,2
247,143,1,8,0,12,0,10,2
108,66,1,2,0,12,0,9,2
282,148,1,8,0,13,0,10,2
101,60,1,2,0,12,0,9,2
218,115,1,6,0,14,0,9,2
121,56,1,2,0,12,0,9,2
522,65,1,0,0,10,0,9,2
226,37,1,0,0,10,0,8,2
63,11,1,42,0,7,0,16,2
810,137,1,545,0,9,0,22,2
356,57,1,245,0,9,0,22,2
216,62,1,25,0,6,0,7,2
110,30,1,25,0,6,0,7,2
243,74,1,40,0,6,0,8,2
97,31,1,10,0,6,0,8,2
221,39,1,0,0,10,0,10,2
129,15,1,6,0,13,0,11,2
187,34,1,0,0,7,0,9,2
121,15,1,0,0,8,0,11,2
41,33,1,0,0,6,0,7,2
71,3,1,0,0,4,0,7,2
113,109,1,0,0,16,0,4,1
45,45,1,0,0,15,0,2,1
243,195,1,0,0,25,0,9,2
98,79,1,0,0,24,0,9,2
227,159,1,6,0,25,0,12,2
93,71,1,0,0,23,0,6,1
164,43,1,54,0,8,0,8,2
73,23,1,22,0,8,0,8,2
175,32,1,126,0,8,0,8,2
71,10,1,54,0,7,0,7,2
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
24,0,2,24,1,8,0,1,1
32,0,2,32,1,8,0,1,1
26,0,2,26,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
27,0,2,27,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
30,0,2,30,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
31,0,2,31,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
28,0,2,28,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
26,0,2,26,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
30,0,2,30,1,8,0,1,1
28,0,2,28,1,8,0,1,1
28,0,2,28,1,8,0,1,1
28,0,2,28,1,8,0,1,1
32,0,2,32,1,8,0,1,1
32,0,2,32,1,8,0,1,1
49,0,1,0,1,5,0,2,1
24,0,1,24,1,8,0,3,1
56,0,1,0,1,5,0,2,1
71,0,1,0,1,5,0,2,1
94,0,1,0,1,5,0,2,1
50,50,1,0,1,1,0,7,2
49,49,1,0,1,1,0,7,2
52,0,1,0,1,5,0,2,1
110,0,1,0,1,5,0,2,1
